Project ID,Project Name,Project Type,Implementing Agency,State,District,Land Area (ha),Affected Families,Notification Date,Expected Completion,Actual Completion,Current Stage,Delayed (Y/N),Delay (days),Compensation Sanctioned,Compensation Disbursed,Open Disputes,R&R Progress %,Stakeholder Updates (90d),Legal Dispute Count
SYN0292,NH Extension Package 292,highway,NHAI,Uttar Pradesh,Jhansi,85.8,391,2022-12-21,2025-04-09,,completed,,,93282468,16389730,1,98.7,6,1
SYN0293,Rail Electrification Project Raigad-293,railway,RVNL,Maharashtra,Raigad,129.7,347,2022-12-21,2025-09-06,2027-03-08,completed,Y,548,16956171,6821468,0,47.9,2,0
SYN0294,BRTS Corridor Ahmedabad-294,urban,NMMC,Gujarat,Ahmedabad,14.2,37,2022-11-07,2023-09-03,2023-10-23,completed,Y,50,35772765,29136917,1,56.2,1,1
SYN0295,Industrial Park Nalgonda 295,industrial,MIDC,Telangana,Nalgonda,136.2,296,2024-06-22,2026-09-10,,completed,,,195034816,89989064,2,58.1,5,2
SYN0296,Industrial Park Ahmedabad 296,industrial,KIADB,Gujarat,Ahmedabad,123.9,219,2022-12-22,2024-10-12,2024-10-01,completed,N,0,45160956,45160956,0,100.0,4,0
SYN0297,Metro Extension 297 Raigad,urban,JNURM,Maharashtra,Raigad,43.2,28,2019-10-04,2021-08-24,,completed,,,13245790,4682387,0,71.9,8,0
SYN0298,Ring Road Project 298,urban,NMMC,Uttar Pradesh,Mathura,23.3,26,2018-06-26,2019-04-22,,completed,,,90970801,29792937,3,93.3,5,3
SYN0299,Industrial Corridor Phase 299,industrial,MIDC,Rajasthan,Bikaner,89.8,492,2024-09-22,2026-01-15,2026-03-25,completed,Y,69,374288191,137026907,0,30.2,1,0
SYN0300,Metro Rail Phase 300 Warangal,railway,RVNL,Telangana,Warangal,56.1,343,2018-10-25,2021-01-12,2021-09-03,completed,Y,234,137923531,78961221,0,62.7,0,0
SYN0301,4-Lane Highway Kurnool-301,highway,MORTH,Andhra Pradesh,Kurnool,73.1,117,2022-06-09,2023-10-02,,completed,,,93923118,15412784,2,95.8,3,2
SYN0302,NH Extension Package 302,highway,State PWD,Telangana,Warangal,79.2,383,2018-07-13,2019-12-05,,completed,,,94365724,13607537,3,100.0,7,3
SYN0303,Special Economic Zone East Godavari-303,industrial,KIADB,Andhra Pradesh,East Godavari,147.8,288,2018-12-15,2020-03-09,2020-03-05,completed,N,0,347216585,237253093,0,59.8,5,1
SYN0304,Bypass Road Project 304 (Davangere),highway,State PWD,Karnataka,Davangere,28.8,208,2018-02-16,2019-05-12,2019-09-08,completed,Y,119,19925170,12785982,1,22.5,2,1
SYN0305,Canal Network Expansion 305,irrigation,State Irrigation Dept,Rajasthan,Bharatpur,152.5,107,2022-07-08,2027-03-14,2027-02-24,completed,N,0,89073957,89073957,0,79.6,4,0
SYN0306,Irrigation Canal Varanasi 306,irrigation,Central Water Commission,Uttar Pradesh,Varanasi,107.7,139,2023-12-19,2027-12-28,2027-12-29,completed,Y,1,191397272,110168270,1,59.1,1,1
SYN0307,Freight Corridor Extension 307,railway,Indian Railways,Telangana,Warangal,101.5,348,2022-11-26,2024-05-19,,completed,,,177600110,57897636,1,100.0,4,1
SYN0308,4-Lane Highway Alwar-308,highway,MORTH,Rajasthan,Alwar,24.0,180,2018-10-01,2021-04-18,,completed,,,135655976,34727930,0,81.9,6,0
SYN0309,Industrial Corridor Phase 309,industrial,RIICO,Karnataka,Mysuru,88.9,245,2019-07-23,2022-01-08,2022-05-14,completed,Y,126,85895840,56674075,0,74.5,1,0
SYN0310,NH Extension Package 310,highway,NHAI,Maharashtra,Nashik,117.2,99,2023-01-05,2025-11-20,,completed,,,98125220,10509211,1,90.3,8,1
SYN0311,Canal Network Expansion 311,irrigation,State PWD,Gujarat,Botad,136.1,47,2022-07-18,2026-04-28,2026-04-21,completed,N,0,143865350,121839565,0,100.0,6,0
SYN0312,Metro Rail Phase 312 Suryapet,railway,DFCCIL,Telangana,Suryapet,151.6,336,2018-10-16,2022-09-25,2022-11-24,completed,Y,60,268075489,185347393,0,66.9,2,0
SYN0313,Lift Irrigation Scheme Pali-313,irrigation,State PWD,Rajasthan,Pali,224.1,471,2022-01-16,2025-11-26,2025-11-17,completed,N,0,61395646,61395646,0,89.5,7,1
SYN0314,Rail Electrification Project Jaipur-314,railway,RVNL,Rajasthan,Jaipur,152.7,77,2022-03-19,2023-10-10,2024-07-27,completed,Y,291,156622872,91718354,0,42.0,2,0
SYN0315,NH Extension Package 315,highway,MORTH,Rajasthan,Jaipur,98.9,163,2022-03-19,2025-02-01,2025-04-11,completed,Y,69,31217333,13229906,0,54.1,0,0
SYN0316,Canal Network Expansion 316,irrigation,State Irrigation Dept,Maharashtra,Amravati,254.9,95,2019-11-15,2024-08-20,2024-08-17,completed,N,0,15242023,11385791,0,85.8,5,1
SYN0317,Manufacturing Hub 317 Bareilly,industrial,GIDC,Uttar Pradesh,Bareilly,100.8,397,2020-03-17,2022-04-06,2022-12-21,completed,Y,259,383230884,268913111,2,69.1,1,3
SYN0318,Lift Irrigation Scheme Bikaner-318,irrigation,State Irrigation Dept,Rajasthan,Bikaner,207.5,287,2024-02-09,2028-12-14,2029-05-06,completed,Y,143,43010509,13083797,0,81.1,1,1
SYN0319,Canal Network Expansion 319,irrigation,State PWD,Telangana,Warangal,86.8,74,2018-09-04,2022-06-15,2023-02-05,completed,Y,235,188008566,46738930,2,23.4,2,2
SYN0320,State Highway Widening Krishna Sec 320,highway,MORTH,Andhra Pradesh,Krishna,86.5,159,2021-11-25,2024-07-12,2025-04-15,completed,Y,277,15978555,798928,3,73.9,2,4
SYN0321,Urban Flyover Mangaluru 321,urban,GHMC,Karnataka,Mangaluru,47.9,87,2020-01-13,2021-05-07,2021-06-02,completed,Y,26,98045088,53630663,0,74.0,0,0
SYN0322,NH Extension Package 322,highway,MORTH,Gujarat,Rajkot,90.0,258,2021-12-09,2023-03-04,2023-09-27,completed,Y,207,99665473,53928987,0,55.0,1,0
SYN0323,NH Extension Package 323,highway,MORTH,Karnataka,Ballari,90.1,65,2022-12-25,2025-03-14,2026-02-13,completed,Y,336,143352525,83789551,0,34.1,1,0
SYN0324,Irrigation Canal Ahmedabad 324,irrigation,Central Water Commission,Gujarat,Ahmedabad,233.5,703,2020-09-28,2023-12-12,2023-12-13,completed,Y,1,193665027,73863841,1,40.7,0,1
SYN0325,Canal Network Expansion 325,irrigation,State PWD,Karnataka,Tumkur,184.0,540,2023-04-05,2024-11-25,2025-10-27,completed,Y,336,130464489,6523224,1,55.1,0,2
SYN0326,NH Extension Package 326,highway,MORTH,Telangana,Karimnagar,84.6,304,2021-02-07,2023-09-25,2024-04-23,completed,Y,211,139098293,83222509,0,57.5,1,1
SYN0327,Urban Flyover Khammam 327,urban,GHMC,Telangana,Khammam,23.9,63,2019-11-02,2021-10-22,2022-06-07,completed,Y,228,82659688,58101495,2,72.7,0,2
SYN0328,Bypass Road Project 328 (Bareilly),highway,State PWD,Uttar Pradesh,Bareilly,116.1,139,2020-02-22,2022-08-10,2022-09-10,completed,Y,31,53648041,30477452,0,62.6,0,0
SYN0329,Irrigation Canal Amravati 329,irrigation,State PWD,Maharashtra,Amravati,19.5,538,2019-02-26,2023-12-02,2024-01-06,completed,Y,35,185596706,74368600,1,29.1,1,2
SYN0330,Dam & Reservoir Project 330,irrigation,State PWD,Madhya Pradesh,Gwalior,212.1,650,2023-05-17,2027-02-25,2028-04-04,completed,Y,404,190308123,40345322,5,30.0,1,8
SYN0331,NH Extension Package 331,highway,NHAI,Uttar Pradesh,Kanpur,61.1,350,2022-06-28,2025-06-12,,completed,,,45081855,15449552,1,100.0,7,1
SYN0332,Special Economic Zone Satna-332,industrial,MIDC,Madhya Pradesh,Satna,80.2,462,2023-01-02,2024-11-22,2024-11-19,completed,N,0,301358416,285235741,0,77.8,8,0
SYN0333,Bypass Road Project 333 (Krishna),highway,NHAI,Andhra Pradesh,Krishna,45.8,86,2022-10-11,2024-10-30,2025-06-02,completed,Y,215,111973441,70095374,0,40.8,0,1
SYN0334,Freight Corridor Extension 334,railway,DFCCIL,Madhya Pradesh,Bhopal,149.6,417,2019-10-15,2021-09-04,2022-05-19,completed,Y,257,46891412,21223053,0,48.4,0,0
SYN0335,Industrial Park Rewa 335,industrial,MIDC,Madhya Pradesh,Rewa,130.1,137,2019-05-20,2020-10-11,,completed,,,230047142,62043714,1,97.3,6,1
SYN0336,Rail Electrification Project Jhansi-336,railway,DFCCIL,Uttar Pradesh,Jhansi,78.9,277,2020-01-24,2022-08-11,,completed,,,181613773,66506964,0,97.8,2,0
SYN0337,Rail Corridor Hyderabad Segment 337,railway,DFCCIL,Telangana,Hyderabad,37.6,557,2021-09-13,2024-05-30,,completed,,,171961220,84708097,1,83.9,3,1
SYN0338,NH Extension Package 338,highway,MORTH,Rajasthan,Kota,72.7,328,2018-08-22,2020-05-13,2020-12-20,completed,Y,221,116916076,74569073,1,40.5,2,1
SYN0339,Metro Rail Phase 339 Warangal,railway,DFCCIL,Telangana,Warangal,130.3,262,2022-01-10,2024-07-28,,completed,,,33478122,14372158,1,65.3,2,1
SYN0340,Canal Network Expansion 340,irrigation,State PWD,Karnataka,Bangalore Urban,174.3,108,2020-08-20,2022-04-12,2022-04-08,completed,N,0,196344066,173607423,0,89.3,5,0
SYN0341,Industrial Park Kanpur 341,industrial,RIICO,Uttar Pradesh,Kanpur,82.1,298,2020-09-22,2022-10-12,2022-09-27,completed,N,0,289733610,236277759,0,65.3,4,0
SYN0342,Rail Electrification Project Mysuru-342,railway,Indian Railways,Karnataka,Mysuru,39.7,332,2018-02-13,2021-11-24,2022-03-21,completed,Y,117,53644440,33994482,0,95.0,1,4
SYN0343,Rail Electrification Project Amravati-343,railway,DFCCIL,Maharashtra,Amravati,176.9,287,2021-12-21,2023-06-14,2023-06-04,completed,N,0,129390602,101545744,0,100.0,4,0
SYN0344,Freight Corridor Extension 344,railway,DFCCIL,Madhya Pradesh,Satna,194.7,98,2024-05-06,2027-11-17,2028-07-28,completed,Y,254,287302018,110410166,1,47.0,0,1
SYN0345,Urban Flyover Nashik 345,urban,GHMC,Maharashtra,Nashik,11.8,28,2018-06-19,2019-06-14,2019-06-10,completed,N,0,40426919,32774103,0,79.8,4,0
SYN0346,State Highway Widening Nizamabad Sec 346,highway,State PWD,Telangana,Nizamabad,65.8,361,2021-06-05,2022-05-31,,completed,,,73717048,11853701,1,100.0,6,1
SYN0347,Irrigation Canal Sagar 347,irrigation,Central Water Commission,Madhya Pradesh,Sagar,22.1,672,2023-08-02,2025-09-20,2026-09-13,completed,Y,358,23033821,17883459,0,64.7,1,0
SYN0348,NH Extension Package 348,highway,State PWD,Andhra Pradesh,Prakasam,113.8,371,2022-07-07,2024-09-24,2024-12-27,completed,Y,94,128801590,43135652,1,69.1,1,1
SYN0349,Freight Corridor Extension 349,railway,Indian Railways,Madhya Pradesh,Ratlam,165.0,484,2023-08-24,2026-03-11,,completed,,,130116198,46009088,0,64.6,3,0
SYN0350,NH Extension Package 350,highway,State PWD,Madhya Pradesh,Ratlam,55.6,314,2022-07-03,2023-06-28,2024-08-04,completed,Y,403,137656456,84011735,2,90.9,2,3
SYN0351,Rail Electrification Project Pali-351,railway,DFCCIL,Rajasthan,Pali,67.3,533,2022-12-15,2025-01-03,2024-12-25,completed,N,0,130975464,91302996,0,83.2,3,0
SYN0352,4-Lane Highway Sikar-352,highway,NHAI,Rajasthan,Sikar,62.4,385,2022-08-19,2024-09-07,,completed,,,59114321,14601237,1,79.2,4,1
SYN0353,Bypass Road Project 353 (Nalgonda),highway,State PWD,Telangana,Nalgonda,80.0,212,2023-03-12,2024-08-03,2025-03-27,completed,Y,236,97647246,59359761,0,61.1,0,0
SYN0354,Lift Irrigation Scheme Nanded-354,irrigation,State Irrigation Dept,Maharashtra,Nanded,118.3,587,2024-11-26,2027-12-11,2028-02-10,completed,Y,61,7515044,2020044,1,52.8,1,1
SYN0355,Freight Corridor Extension 355,railway,Indian Railways,Maharashtra,Nagpur,144.1,588,2022-04-27,2024-04-16,,completed,,,216638667,36871901,1,56.2,5,1
SYN0356,Rail Corridor Krishna Segment 356,railway,Indian Railways,Andhra Pradesh,Krishna,180.2,585,2021-06-10,2024-09-22,2025-08-06,completed,Y,318,215869516,189382326,0,61.6,0,2
SYN0357,Special Economic Zone Aurangabad-357,industrial,RIICO,Maharashtra,Aurangabad,34.0,446,2019-03-03,2021-03-22,2021-04-23,completed,Y,32,94613377,75331171,2,61.0,0,2
SYN0358,Metro Rail Phase 358 Jaipur,railway,Indian Railways,Rajasthan,Jaipur,57.0,254,2023-01-25,2024-10-16,,completed,,,111944763,55323102,3,97.7,4,3
SYN0359,Ring Road Project 359,urban,GHMC,Karnataka,Davangere,27.4,69,2022-10-03,2023-08-29,,completed,,,21318479,5338147,2,80.6,7,2
SYN0360,Bypass Road Project 360 (Mathura),highway,MORTH,Uttar Pradesh,Mathura,101.8,224,2020-12-19,2022-05-13,2023-02-11,completed,Y,274,64098806,31645581,3,37.7,0,5
SYN0361,Lift Irrigation Scheme Sagar-361,irrigation,Central Water Commission,Madhya Pradesh,Sagar,95.8,654,2022-12-02,2024-10-22,2024-09-26,completed,N,0,91571395,71993431,0,77.9,8,0
SYN0362,Metro Rail Phase 362 East Godavari,railway,RVNL,Andhra Pradesh,East Godavari,114.1,137,2019-01-22,2021-10-08,2022-11-05,completed,Y,393,211560764,177351388,0,50.4,0,0
SYN0363,Rail Electrification Project Allahabad-363,railway,Indian Railways,Uttar Pradesh,Allahabad,148.4,329,2018-04-27,2020-11-12,,completed,,,242285427,92528805,0,77.1,7,0
SYN0364,Lift Irrigation Scheme Bharuch-364,irrigation,Central Water Commission,Gujarat,Bharuch,194.1,177,2019-08-04,2021-08-23,2021-07-28,completed,N,0,18304591,13543567,0,45.9,5,1
SYN0365,Irrigation Canal Hubballi 365,irrigation,State Irrigation Dept,Karnataka,Hubballi,72.6,717,2024-02-22,2028-05-01,,legal_resolution,,,103434977,15380781,2,6.2,2,2
SYN0366,Canal Network Expansion 366,irrigation,State PWD,Telangana,Nizamabad,65.4,715,2021-06-28,2024-12-09,2025-04-23,completed,Y,135,142681545,51636451,0,55.6,1,0
SYN0367,Manufacturing Hub 367 Ratlam,industrial,KIADB,Madhya Pradesh,Ratlam,109.0,243,2021-09-28,2023-02-20,2023-09-14,completed,Y,206,391557519,179137565,0,59.3,0,0
SYN0368,Industrial Park Kalaburagi 368,industrial,APIIC,Karnataka,Kalaburagi,30.2,175,2021-02-14,2023-01-05,,completed,,,266271473,5325429,0,63.9,2,0
SYN0369,Industrial Corridor Phase 369,industrial,MIDC,Andhra Pradesh,Chittoor,112.7,265,2022-06-02,2024-07-21,2024-07-03,completed,N,0,28449852,23234994,0,99.8,4,0
SYN0370,Dam & Reservoir Project 370,irrigation,Central Water Commission,Madhya Pradesh,Indore,118.6,486,2020-08-17,2025-07-22,2026-08-08,completed,Y,382,194950916,167989204,0,72.8,1,1
SYN0371,State Highway Widening Pali Sec 371,highway,State PWD,Rajasthan,Pali,47.1,64,2022-12-03,2025-09-18,,completed,,,82004230,10307932,0,88.1,2,0
SYN0372,Canal Network Expansion 372,irrigation,State Irrigation Dept,Rajasthan,Bharatpur,161.9,727,2023-09-11,2026-02-27,2027-06-06,completed,Y,464,8627648,3048148,0,16.8,0,0
SYN0373,Canal Network Expansion 373,irrigation,Central Water Commission,Madhya Pradesh,Ujjain,57.1,194,2022-12-21,2024-09-11,2024-08-15,completed,N,0,89900813,70617089,0,100.0,2,0
SYN0374,Dam & Reservoir Project 374,irrigation,State Irrigation Dept,Gujarat,Gandhinagar,69.7,291,2020-11-20,2023-08-07,2025-06-16,completed,Y,679,99649559,70751187,0,53.9,0,0
SYN0375,4-Lane Highway Pune-375,highway,State PWD,Maharashtra,Pune,96.0,58,2023-09-06,2026-04-23,,completed,,,17169783,343396,7,64.0,5,7
SYN0376,Special Economic Zone West Godavari-376,industrial,MIDC,Andhra Pradesh,West Godavari,169.2,446,2018-10-24,2021-02-10,,completed,,,115687062,38500654,1,74.7,2,1
SYN0377,Manufacturing Hub 377 Davangere,industrial,KIADB,Karnataka,Davangere,39.2,159,2024-12-24,2026-07-17,,completed,,,187000657,45740361,0,100.0,5,0
SYN0378,Canal Network Expansion 378,irrigation,Central Water Commission,Andhra Pradesh,Chittoor,150.4,416,2021-11-08,2024-09-23,,completed,,,9109471,4101084,6,77.8,8,6
SYN0379,Manufacturing Hub 379 Khammam,industrial,RIICO,Telangana,Khammam,116.3,171,2020-11-23,2022-10-14,,completed,,,167618986,63091786,1,74.0,4,1
SYN0380,Freight Corridor Extension 380,railway,Indian Railways,Uttar Pradesh,Meerut,162.1,330,2021-11-11,2025-08-22,,completed,,,248727356,101381270,1,75.8,5,1
SYN0381,Ring Road Project 381,urban,HMDA,Karnataka,Ballari,41.0,103,2023-05-17,2024-04-11,2024-08-14,completed,Y,125,9949388,2831596,0,33.1,0,1
SYN0382,Rail Corridor Bikaner Segment 382,railway,RVNL,Rajasthan,Bikaner,136.9,183,2018-03-08,2020-12-22,,completed,,,208868480,59485743,2,69.3,5,2
SYN0383,Industrial Park Thane 383,industrial,MIDC,Maharashtra,Thane,177.8,477,2024-05-07,2025-07-01,2025-08-22,completed,Y,52,380281503,289470280,0,41.6,0,0
SYN0384,Urban Flyover Meerut 384,urban,GHMC,Uttar Pradesh,Meerut,19.7,165,2021-10-14,2023-05-07,2023-04-24,completed,N,0,78469135,78469135,0,69.8,5,0
SYN0385,4-Lane Highway Kanpur-385,highway,State PWD,Uttar Pradesh,Kanpur,33.7,174,2023-08-13,2024-12-05,2025-02-16,completed,Y,73,31153631,15389894,0,50.3,0,0
SYN0386,Canal Network Expansion 386,irrigation,Central Water Commission,Uttar Pradesh,Allahabad,210.8,770,2018-01-16,2020-03-06,,completed,,,87541735,17692185,7,78.6,6,7
SYN0387,4-Lane Highway Belagavi-387,highway,State PWD,Karnataka,Belagavi,10.6,288,2022-11-26,2025-06-13,,completed,,,48863567,6650331,2,90.9,6,2
SYN0388,Bypass Road Project 388 (Thane),highway,NHAI,Maharashtra,Thane,25.6,89,2020-08-05,2021-09-29,2021-09-14,completed,N,0,131393536,128923338,0,60.6,5,1
SYN0389,4-Lane Highway Pali-389,highway,State PWD,Rajasthan,Pali,26.6,366,2021-03-11,2024-01-25,,completed,,,68798492,18493035,2,86.7,3,2
SYN0390,Bypass Road Project 390 (Udaipur),highway,MORTH,Rajasthan,Udaipur,63.4,282,2021-02-16,2022-03-13,2022-03-09,completed,N,0,22929864,22929864,0,98.7,3,8
SYN0391,Special Economic Zone Pali-391,industrial,KIADB,Rajasthan,Pali,64.3,305,2022-01-17,2024-07-05,2024-07-05,completed,N,0,128026876,120447685,0,81.1,4,3
SYN0392,Irrigation Canal Chittoor 392,irrigation,State PWD,Andhra Pradesh,Chittoor,91.8,713,2018-08-27,2023-08-01,2023-07-12,completed,N,0,126361147,75980958,0,92.6,7,1
SYN0393,BRTS Corridor Aurangabad-393,urban,HMDA,Maharashtra,Aurangabad,6.4,85,2020-01-24,2020-12-19,2020-11-22,completed,N,0,42897140,41237021,0,83.3,5,1
SYN0394,Industrial Park Udaipur 394,industrial,APIIC,Rajasthan,Udaipur,84.6,99,2021-07-24,2023-04-15,,completed,,,214808226,4296165,1,84.0,5,1
SYN0395,4-Lane Highway Surat-395,highway,State PWD,Gujarat,Surat,47.6,267,2022-03-14,2024-10-29,2024-10-07,completed,N,0,27485107,19541911,0,82.6,6,0
SYN0396,Bypass Road Project 396 (Rewa),highway,NHAI,Madhya Pradesh,Rewa,67.5,181,2020-03-05,2022-11-20,,completed,,,84894178,34492505,2,73.1,6,2
SYN0397,Metro Rail Phase 397 East Godavari,railway,RVNL,Andhra Pradesh,East Godavari,153.3,523,2020-05-19,2022-01-09,,completed,,,62840359,12637196,0,85.9,7,0
SYN0398,4-Lane Highway Satna-398,highway,MORTH,Madhya Pradesh,Satna,105.9,84,2020-03-07,2021-07-30,2021-10-20,completed,Y,82,62265407,49824779,3,57.4,2,6
SYN0399,Metro Rail Phase 399 Ujjain,railway,RVNL,Madhya Pradesh,Ujjain,42.5,64,2023-11-23,2027-02-05,2027-01-14,completed,N,0,291450905,271632243,0,74.0,7,0
SYN0400,State Highway Widening Bareilly Sec 400,highway,MORTH,Uttar Pradesh,Bareilly,22.8,108,2018-05-25,2020-07-13,2020-12-30,completed,Y,170,75331791,54133425,0,57.7,0,0
SYN0401,NH Extension Package 401,highway,State PWD,Gujarat,Ahmedabad,64.5,326,2018-11-28,2021-09-13,2022-04-21,completed,Y,220,47162307,10701127,0,56.8,0,0
SYN0402,Industrial Park Nizamabad 402,industrial,KIADB,Telangana,Nizamabad,132.1,380,2022-02-09,2024-02-29,,completed,,,285055487,106211674,0,83.6,3,0
SYN0403,Freight Corridor Extension 403,railway,RVNL,Madhya Pradesh,Jabalpur,138.3,184,2022-11-11,2026-09-21,2026-09-09,completed,N,0,288342977,279548516,0,62.6,7,2
SYN0404,Freight Corridor Extension 404,railway,RVNL,Madhya Pradesh,Gwalior,55.9,553,2020-12-24,2022-08-16,2023-05-04,completed,Y,261,298192498,128252593,0,67.9,0,0
SYN0405,Freight Corridor Extension 405,railway,RVNL,Rajasthan,Bikaner,131.2,173,2019-09-02,2023-03-15,2023-03-05,completed,N,0,237616883,215043279,0,56.5,6,0
SYN0406,NH Extension Package 406,highway,MORTH,Maharashtra,Nanded,117.2,342,2023-01-15,2025-03-05,,completed,,,129466174,52394961,2,93.5,6,2
SYN0407,State Highway Widening Kurnool Sec 407,highway,State PWD,Andhra Pradesh,Kurnool,105.8,108,2023-05-23,2025-07-11,,completed,,,53518091,23489090,1,100.0,5,1
SYN0408,BRTS Corridor Khammam-408,urban,BBMP,Telangana,Khammam,21.9,181,2020-09-06,2021-08-02,2022-03-22,completed,Y,232,76583181,26068915,1,61.8,1,2
SYN0409,Urban Flyover Ratlam 409,urban,NMMC,Madhya Pradesh,Ratlam,5.3,106,2021-03-25,2022-01-19,,completed,,,98284768,27264195,1,86.6,8,1
SYN0410,4-Lane Highway Raigad-410,highway,NHAI,Maharashtra,Raigad,91.7,206,2021-07-22,2024-05-07,2024-11-04,completed,Y,181,81529802,63568787,0,40.1,2,0
SYN0411,Bypass Road Project 411 (Sagar),highway,MORTH,Madhya Pradesh,Sagar,89.8,94,2024-04-10,2025-06-04,2025-05-29,completed,N,0,18458837,13696457,0,76.2,8,0
SYN0412,Lift Irrigation Scheme Hyderabad-412,irrigation,Central Water Commission,Telangana,Hyderabad,32.1,421,2019-05-24,2023-02-02,,completed,,,103962379,44662238,0,99.7,2,0
SYN0413,Freight Corridor Extension 413,railway,DFCCIL,Telangana,Adilabad,172.0,289,2024-12-19,2027-12-04,,legal_resolution,,,92515294,52613448,8,0.0,2,8
SYN0414,State Highway Widening Junagadh Sec 414,highway,MORTH,Gujarat,Junagadh,60.0,105,2018-06-17,2020-12-03,2020-12-01,completed,N,0,18376049,15134514,0,85.6,3,2
SYN0415,Rail Electrification Project Vijayapura-415,railway,DFCCIL,Karnataka,Vijayapura,151.7,476,2024-05-19,2027-02-03,2028-04-16,completed,Y,438,46865954,21183411,1,44.8,2,7
SYN0416,State Highway Widening Bhopal Sec 416,highway,MORTH,Madhya Pradesh,Bhopal,50.7,178,2022-06-04,2024-12-20,,completed,,,27229154,544583,0,100.0,4,0
SYN0417,Bypass Road Project 417 (Nalgonda),highway,NHAI,Telangana,Nalgonda,10.2,310,2018-05-10,2019-11-01,2019-10-19,completed,N,0,74770583,62194171,0,97.3,4,2
SYN0418,Special Economic Zone Morena-418,industrial,MIDC,Madhya Pradesh,Morena,151.0,95,2022-11-15,2025-01-03,2024-12-21,completed,N,0,167149346,161867427,0,74.0,2,0
SYN0419,Ring Road Project 419,urban,HMDA,Madhya Pradesh,Ujjain,28.9,51,2023-01-19,2024-09-10,,completed,,,13089443,5628460,2,76.8,8,2
SYN0420,NH Extension Package 420,highway,MORTH,Uttar Pradesh,Ghaziabad,32.6,391,2018-11-18,2020-04-11,,completed,,,89035149,36477701,0,91.4,4,0
SYN0421,Metro Rail Phase 421 Adilabad,railway,Indian Railways,Telangana,Adilabad,66.3,167,2021-03-14,2022-09-05,,completed,,,167115989,38269561,0,91.3,8,0
SYN0422,State Highway Widening Alwar Sec 422,highway,MORTH,Rajasthan,Alwar,52.9,193,2018-10-11,2020-03-04,2020-02-25,completed,N,0,59449408,54015732,0,75.3,3,0
SYN0423,Bypass Road Project 423 (Ghaziabad),highway,MORTH,Uttar Pradesh,Ghaziabad,63.3,238,2018-05-02,2020-02-21,2020-02-21,completed,N,0,44028162,44028162,0,76.9,3,0
SYN0424,Manufacturing Hub 424 Thane,industrial,KIADB,Maharashtra,Thane,117.3,136,2021-02-28,2023-06-18,2023-09-22,completed,Y,96,181025934,123984662,0,43.4,1,6
SYN0425,Urban Flyover Udaipur 425,urban,HMDA,Rajasthan,Udaipur,18.9,181,2021-05-20,2022-07-14,,completed,,,84864998,19739599,0,90.7,6,0
SYN0426,Irrigation Canal Jodhpur 426,irrigation,State Irrigation Dept,Rajasthan,Jodhpur,75.1,556,2024-03-24,2028-07-31,,legal_resolution,,,67069269,28450784,3,3.3,1,3
SYN0427,BRTS Corridor Ujjain-427,urban,GHMC,Madhya Pradesh,Ujjain,8.4,20,2020-04-15,2021-11-06,2023-01-02,completed,Y,422,5909968,3602125,3,77.6,1,3
SYN0428,Canal Network Expansion 428,irrigation,State PWD,Andhra Pradesh,Prakasam,65.5,753,2023-02-12,2026-07-26,,completed,,,29328954,5352534,0,89.1,2,0
SYN0429,4-Lane Highway Medak-429,highway,MORTH,Telangana,Medak,34.3,282,2019-02-27,2021-09-14,2022-05-27,completed,Y,255,76461492,30164059,0,28.8,0,2
SYN0430,Metro Extension 430 Surat,urban,NMMC,Gujarat,Surat,30.9,64,2019-09-07,2021-04-29,,completed,,,17183408,6129322,1,86.6,6,1
SYN0431,Industrial Park Kota 431,industrial,APIIC,Rajasthan,Kota,189.8,76,2023-09-15,2024-09-09,,completed,,,142739721,47917724,1,69.3,2,1
SYN0432,Irrigation Canal Satna 432,irrigation,State Irrigation Dept,Madhya Pradesh,Satna,105.1,441,2023-04-02,2026-02-15,,completed,,,20952736,4597030,1,80.5,7,1
SYN0433,State Highway Widening Surat Sec 433,highway,NHAI,Gujarat,Surat,62.8,42,2019-06-10,2020-08-03,2020-07-24,completed,N,0,126873600,111953265,0,99.0,4,0
SYN0434,Industrial Corridor Phase 434,industrial,MIDC,Karnataka,Vijayapura,124.2,93,2024-10-20,2026-12-09,,legal_resolution,,,368351464,73080930,1,21.7,2,1
SYN0435,NH Extension Package 435,highway,State PWD,Maharashtra,Pune,71.5,180,2020-10-21,2022-11-10,2023-01-26,completed,Y,77,94508787,10102989,0,76.2,1,1
SYN0436,Rail Corridor Botad Segment 436,railway,RVNL,Gujarat,Botad,125.8,160,2020-11-22,2024-06-04,2024-06-02,completed,N,0,181937085,181937085,0,54.6,3,1
SYN0437,Canal Network Expansion 437,irrigation,State Irrigation Dept,Rajasthan,Bikaner,32.2,359,2023-10-15,2026-03-03,2026-05-27,completed,Y,85,132082471,39307743,2,75.6,0,2
SYN0438,4-Lane Highway Pali-438,highway,State PWD,Rajasthan,Pali,36.1,316,2020-01-17,2022-07-05,2023-02-27,completed,Y,237,33334034,20920440,0,95.0,1,0
SYN0439,4-Lane Highway Satna-439,highway,MORTH,Madhya Pradesh,Satna,27.9,262,2024-10-19,2026-08-10,2026-07-26,completed,N,0,36813853,35532731,0,82.2,3,0
